iso3,year,country,gdp_per_capita_usd,school_enroll_tertiary_pct,emp_agriculture_pct,gdp_per_worker_ppp_const,emp_industry_pct,emp_services_pct,lfpr_total_pct,unemp_total_pct,labor_force_thousands,unemployed_thousands
AFE,2007,Africa Eastern and Southern,1362.3106516441571,5.73407983779907,62.89064959988149,10171.935736963736,9.93064774046064,27.178702110958735,71.76300316533572,7.102231153574788,,
AFE,2016,Africa Eastern and Southern,1329.8072847923356,8.72994041442871,57.67028089998869,11122.585218421487,10.105794476117184,32.22392417957795,69.13831072616124,7.194665994600409,,
AFE,2017,Africa Eastern and Southern,1520.2122307613238,8.89616012573242,57.14238893680548,11208.543073535602,10.123070325937856,32.73453945821295,68.50008511059721,7.346330634421691,,
AFE,2018,Africa Eastern and Southern,1538.9016791728384,8.95779037475586,56.39481267813704,11221.42217901229,10.115122725385737,33.49006293530077,68.08854387738552,7.360513104433302,,
AFE,2019,Africa Eastern and Southern,1493.8179382999217,8.89772033691406,55.58925536170717,11212.684027074854,10.042903842859484,34.36784079543732,67.74672513328706,7.58441879909928,,
AFE,2020,Africa Eastern and Southern,1344.1032099929394,8.94729042053223,56.29214717229893,10883.498538344806,9.955544526240235,33.752307095736505,66.29092669405185,8.191394911274141,,
AFE,2021,Africa Eastern and Southern,1522.3933455926035,8.89552021026611,56.49302780480286,10999.537825194971,9.8490249185499,33.657947670688,66.79551178332612,8.577384992317613,,
AFE,2022,Africa Eastern and Southern,1628.318944463071,,55.85309947561361,10957.7965039332,9.90386929079468,34.24303160428532,67.00764285948428,7.985202251550969,,
AFE,2023,Africa Eastern and Southern,1568.159891053048,,55.942417788519634,10796.134344512971,9.807955632790522,34.249625078425666,69.30694302893305,7.806365421811965,,
AFG,2000,Afghanistan,174.9309914301663,,65.6515965277614,7550.477389979983,9.68509479289398,24.6633086793447,46.571,7.935,,
AFG,2001,Afghanistan,138.7068216761131,,65.0254492069124,6812.818939301081,9.83379251851523,25.1407582745724,46.533,7.953,,
AFG,2002,Afghanistan,178.95408837923534,,64.1866885429726,8326.909625752882,10.0138980692638,25.7994133877636,46.508,7.93,,
AFG,2003,Afghanistan,198.87111572872664,1.38107001781464,63.4815570476004,8519.656111842838,10.3404238369538,26.1780191154458,46.499,7.88,,
AFG,2004,Afghanistan,221.76365387301303,1.38966000080109,62.4699483373933,8326.419748294024,10.8088730169085,26.7211786456983,46.507,7.899,,
AFG,2005,Afghanistan,254.18424914933624,,61.7035520555844,8912.153507592282,11.2277583851206,27.0686895592949,46.532,7.885,,
AFG,2006,Afghanistan,274.21855356157454,,60.8938116273357,8973.674192257824,11.6346703097012,27.4715180629631,46.57,7.914,,
AFG,2007,Afghanistan,376.2231520038759,,60.1907517756168,9947.904361605277,11.8600391222661,27.9491912884999,46.621,7.817,,
AFG,2016,Afghanistan,522.0822155838985,,44.3694895501554,12860.513368788992,19.2959876584963,36.3345227913483,47.235,10.133,,
AFG,2017,Afghanistan,525.4697708916185,,43.9890277482446,12864.566703368757,18.026459473784,37.9845127779713,47.305,11.18363749287175,21605.931,2416.3289999999997
AFG,2018,Afghanistan,491.3372213826032,9.96378993988037,44.2482711700717,13030.55254615845,18.3076601254034,37.4440687045249,45.57,11.196,,
AFG,2019,Afghanistan,496.6025042584997,,45.0509589051832,13569.773141908208,18.2147655674839,36.7342755273329,43.823,11.185,,
AFG,2020,Afghanistan,510.78706336681074,10.8584403991699,45.9834110129553,13526.939637472797,18.4813121380722,35.5352768489725,41.579,11.709931423330824,20654.109,2418.582
AFG,2021,Afghanistan,356.49621411589226,,45.9551993550382,10611.84029172005,18.5222619343237,35.5225263379821,40.932,5.679409620745073,24425.655,1387.233
AFG,2022,Afghanistan,357.2611527981439,,45.5926541286011,10863.25178747782,18.5407413281322,35.8666180522693,37.64,14.1,,
AFG,2023,Afghanistan,413.7578947053032,,45.4639523771058,10784.024926972304,18.3867844265709,36.1492763095089,37.673,13.991,,
AFW,2000,Africa Western and Central,516.932316255791,5.04572010040283,54.85480387637895,7837.974953349569,11.339213662828891,33.80598516490205,76.11999027408498,4.551119059845588,,
AFW,2001,Africa Western and Central,530.6531677711926,5.5334300994873,54.23426527909006,8015.707017563346,11.413553997439566,34.352180723456776,75.98526923169061,4.479977123284468,,
AFW,2002,Africa Western and Central,616.7960326379975,6.0457501411438,53.776903853404235,8515.367466360905,11.503270050755452,34.71982694929368,75.6847240402154,4.285853718993399,,
AFW,2003,Africa Western and Central,694.5009375813378,6.54757976531982,53.02243807035663,8733.06576989381,11.612785891061616,35.36477852981122,75.49283588013917,4.180110710956587,,
AFW,2004,Africa Western and Central,840.2520850946152,6.74177980422974,52.14846783550397,9166.770138050972,11.72729185659732,36.12424111616282,75.29328620958472,4.094738088841343,,
AFW,2005,Africa Western and Central,1001.604606881726,7.17052984237671,51.53364799931873,9451.87997288748,11.61863589083762,36.847712959919065,75.10964406178938,4.100699502843056,,
AFW,2006,Africa Western and Central,1236.628127395537,7.23658990859985,50.94276600821938,9687.654454742877,11.510183215067771,37.5470492437246,74.93535899113786,3.97409484853549,,
AFW,2007,Africa Western and Central,1407.6420578699422,7.47082996368408,50.2237207659862,9939.97567845413,11.370907830395955,38.40537364530516,74.73454833384915,3.950642605708114,,
AFW,2016,Africa Western and Central,1630.0394468112083,9.50119018554688,43.38486900808901,12244.00003353554,13.097773892195612,43.51735709971309,72.21715220000354,4.157574373884524,,
AFW,2017,Africa Western and Central,1574.2305604723203,9.61843013763428,43.18588093711387,12286.28860511744,13.37914535701731,43.434974878871344,71.7587450740592,4.274196203953023,,
AFW,2018,Africa Western and Central,1720.1402795510155,9.80346965789795,42.80295998505141,12343.603000065512,13.548598877029953,43.64844113790982,71.53272094763422,4.32363095413829,,
AFW,2019,Africa Western and Central,1798.3406845831494,9.94627952575684,42.716982442474816,12448.038513140247,13.772614097641403,43.51040401697648,71.32953907326804,4.395271210761934,,
AFW,2020,Africa Western and Central,1680.0393321269764,10.1394596099854,42.478307887489144,12134.082624343871,14.489204134961025,43.03248852505816,70.80323595781097,4.852392700551304,,
AFW,2021,Africa Western and Central,1765.9547879784957,10.3955497741699,41.94778695352511,12223.494734339412,15.014749928940113,43.03746311752426,70.90758597277423,4.736731762373329,,
AFW,2022,Africa Western and Central,1796.6686327336795,,40.521569637203584,12203.66458855705,15.83770759822352,43.64072479854716,70.91841445100314,3.658573180821569,,
AFW,2023,Africa Western and Central,1599.3929829165431,,40.0309285567569,12103.808023890428,16.063071788167655,43.90599819219756,71.41612219554256,3.277245466051411,,
AGO,2000,Angola,563.733795571487,,37.6802847998839,17119.778288438858,8.41812161825672,53.9015935818594,77.389,16.682,,
AGO,2001,Angola,533.5862024124473,,37.4212973727436,17231.28087626534,8.47220164609403,54.1064839721931,77.364,16.7,,
AGO,2002,Angola,882.1478472343028,0.754029989242554,36.6266999159816,18855.49662711652,8.86785034795357,54.5054497360649,77.339,16.488,,
AGO,2003,Angola,992.6989792546652,2.77182006835938,36.6071403190987,18728.7965152455,8.83383526446533,54.5590402087107,77.313,16.498,,
AGO,2004,Angola,1266.2108641023613,2.07171010971069,36.1663215397628,19992.09233355769,9.09548794623587,54.7381753202129,77.29,23.64268389916312,17567.738999999998,4153.485
AGO,2005,Angola,1916.4684221862492,2.55246996879578,38.2079742002132,22147.17342689547,8.95790487938175,52.8341355527705,77.272,16.36,,
AGO,2006,Angola,2617.0519602263257,2.48175001144409,40.4966362494466,23751.165486643706,8.6744573426237,50.8289064079297,77.26,16.206,,
AGO,2007,Angola,3141.0459797605035,,42.6128973089827,26056.824882736106,8.47795997349525,48.9091291808773,77.252,16.153,,
AGO,2016,Angola,1807.952940726431,9.66034030914307,56.1643606649632,27078.65805940132,7.47944675739682,36.35619257764,75.899,16.575,,
AGO,2017,Angola,2437.259711908214,9.65568923950195,55.2826006472452,26194.340777673824,7.26613054056167,37.4512688121931,75.609,16.61,,
AGO,2018,Angola,2538.5913914337057,9.35254287719727,54.4034911587328,25039.84177247087,7.05617761035237,38.5403312309149,75.316,16.594,,
AGO,2019,Angola,2189.8557140761836,11.0613594055176,53.4233276686004,24065.02086470871,6.91048015124639,39.6661921801532,75.021,16.496811448648582,36693.308999999994,6053.226
AGO,2020,Angola,1449.9228666930803,,55.0594012010982,22077.56086873348,6.33092288651698,38.6096759123848,74.729,16.69,,
AGO,2021,Angola,1925.8746608216743,,56.7075099134087,20911.164995174528,5.71756681941162,37.5749232671796,76.372,15.798817267727456,39578.526,6252.939
AGO,2022,Angola,2929.694454672716,,56.2715791409747,20737.808122530456,5.63510338831995,38.0933174707054,75.615,14.123752165566666,41150.892,5812.049999999999
AGO,2023,Angola,2309.534130427727,9.91084957122803,56.2240208592964,20205.471805962166,5.57247117658558,38.2035079641181,75.75,14.537,,
ALB,2000,Albania,1160.4204705403845,,50.4674636839953,19107.736027616935,11.8598049086438,37.6728231028658,60.435,16.76422447388932,,
ALB,2001,Albania,1326.4165238807702,,49.4352730370414,20899.881902851816,12.7054387098669,37.8591964574215,59.888,18.57,,
ALB,2002,Albania,1479.8388457200615,16.3895606994629,48.3713886533062,21623.310390353377,13.6195595163752,38.0090518303186,59.61,4.373900891728636,3954.342,172.959
ALB,2003,Albania,1908.6990068760756,16.3662395477295,48.2763452914798,22769.18241342056,13.4429051889814,38.2807495195388,58.557,14.970615243342516,1089.0,163.03
ALB,2004,Albania,2446.9094994779816,19.1295795440674,47.9166628545497,24048.542026058392,14.4789690084043,37.6043681370459,57.496,14.430882352941175,1088.0,157.008
ALB,2005,Albania,2741.721365495784,22.389009475708,47.3339258250879,25500.48420364329,14.473013726881,38.193060448031,56.428,7.511705069124424,1085.0,81.502
ALB,2006,Albania,3057.7725703811257,26.2101001739502,46.6273307159293,27312.79471089021,14.8400069647661,38.5326623193046,55.354,13.81881918819188,1084.0,149.79
ALB,2007,Albania,3743.0552989618714,30.2319297790527,45.583822882183,29681.336498782726,16.2697334430433,38.1464436747737,54.275,15.96633745379305,3491.358,557.442
ALB,2016,Albania,4168.37544462548,58.4884796142578,40.0408946446906,34702.07178008927,19.3798286902694,40.5793641215085,57.314,15.417623248389855,4082.244,629.385
ALB,2017,Albania,4614.047969259604,58.0177803039551,38.0783517375389,34539.18599989138,19.3813290766241,42.5404033770791,58.057,13.61580720991205,4138.719,563.52
ALB,2018,Albania,5365.48880180298,56.0802993774414,37.2857622124655,34502.65058468496,19.7456941750012,42.968624648103,59.296,12.30372918123564,4204.14,517.266
ALB,2019,Albania,5460.430508693201,61.4085083007812,36.4168391841966,34333.9927495494,20.1506525937613,43.4325082220421,60.306,11.465520620981652,4285.344,491.337
ALB,2020,Albania,5370.77749956875,61.5853004455566,36.2649172971148,34840.724259524955,20.6416340686907,43.093531370174,57.78,11.63936852982915,4215.3060000000005,490.635
ALB,2021,Albania,6413.28280828537,59.9698715209961,36.0172105398259,37448.42272946421,20.911457802804,43.0712501680717,58.869,11.474034117994234,4229.088,485.247
ALB,2022,Albania,6846.4266938164255,62.6479187011719,35.3568584620905,38073.1688543111,21.0082400375177,43.6348228140137,60.421,10.785301662629466,4364.412,470.715
ALB,2023,Albania,8575.171346372215,64.7293472290039,34.893422575994,39921.37924552113,21.1843198719603,43.9222575520457,60.432,10.669019690383092,4447.044,474.456
AND,2000,Andorra,21810.248743141387,,,,,,,,,
AND,2001,Andorra,23511.295147573674,,,,,,,,,
AND,2002,Andorra,26528.13015814396,6.82690000534058,,,,,,,,
AND,2003,Andorra,34063.57840347758,7.34165000915527,,,,,,,,
AND,2004,Andorra,39021.12781018785,7.65849018096924,,,,,,,,
AND,2005,Andorra,40829.80187696804,7.87655019760132,,,,,,,,
AND,2006,Andorra,43467.21099307449,9.31690979003906,,,,,,,,
AND,2007,Andorra,48336.22833298229,,,,,,,,,
AND,2016,Andorra,40129.81920076981,15.1089096069336,,,,,,,,
AND,2017,Andorra,40672.99433482582,15.4369401931763,,,,,,,,
AND,2018,Andorra,42819.77457976241,15.3940296173096,,,,,,,,
AND,2019,Andorra,41257.80458464828,15.0,,,,,,,,
AND,2020,Andorra,37361.090066698176,15.0982704162598,,,,,,,,
AND,2021,Andorra,42425.6996756291,15.204270362854,,,,,,,,
AND,2022,Andorra,42414.05900921166,34.4803504943848,,,,,,,,
AND,2023,Andorra,46812.44844863085,64.2772369384766,,,,,,,,
ARB,2000,Arab World,2664.165795714885,17.3171901702881,28.846742040659223,53306.10674729237,22.0105624225997,49.142695436265285,47.32405325837452,12.627487057708548,,
ARB,2001,Arab World,2536.711964719004,17.9327297210693,27.79632907481347,53382.313332112695,22.094039332563636,50.109627540924,46.737957714741725,12.505882000080614,,
ARB,2002,Arab World,2483.1072342494112,18.8252601623535,27.010119505103948,53127.98142226578,21.939866874270344,51.05001627607584,46.0533062361169,12.512529502018,,
ARB,2003,Arab World,2696.6723047480086,18.9188594818115,26.837441809828835,53016.66911808729,21.77213017604658,51.3904241665109,46.176963903449085,12.456351093256169,,
ARB,2004,Arab World,3133.736876647225,20.1249408721924,26.844929747693328,55120.2199446702,22.13359963649998,51.0214706828827,46.32120973526317,11.433002029888298,,
